date_sk,date_utc,year_number,quarter_number,month_number,month_name,day_of_month,day_of_week_number,day_of_week_name,week_start_date,week_end_date,month_start_date,month_end_date,quarter_start_date,quarter_end_date,year_start_date,year_end_date,days_ago,weeks_ago,months_ago,years_ago,is_today,is_yesterday,is_past,is_future,is_current_week,is_last_week,is_current_month,is_last_month,is_current_year,is_last_year,is_weekend,is_weekday
20200504,2020-05-04,2020,2,5,May,4,2,Monday,2020-05-03,2020-05-09,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2313,330,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200509,2020-05-09,2020,2,5,May,9,7,Saturday,2020-05-03,2020-05-09,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2308,330,76,6,false,false,true,false,false,false,false,false,false,false,true,false
20200511,2020-05-11,2020,2,5,May,11,2,Monday,2020-05-10,2020-05-16,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2306,329,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200526,2020-05-26,2020,2,5,May,26,3,Tuesday,2020-05-24,2020-05-30,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2291,327,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200513,2020-05-13,2020,2,5,May,13,4,Wednesday,2020-05-10,2020-05-16,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2304,329,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200515,2020-05-15,2020,2,5,May,15,6,Friday,2020-05-10,2020-05-16,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2302,329,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200506,2020-05-06,2020,2,5,May,6,4,Wednesday,2020-05-03,2020-05-09,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2311,330,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200512,2020-05-12,2020,2,5,May,12,3,Tuesday,2020-05-10,2020-05-16,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2305,329,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200525,2020-05-25,2020,2,5,May,25,2,Monday,2020-05-24,2020-05-30,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2292,327,76,6,false,false,true,false,false,false,false,false,false,false,false,true
20200510,2020-05-10,2020,2,5,May,10,1,Sunday,2020-05-10,2020-05-16,2020-05-01,2020-05-31,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2307,329,76,6,false,false,true,false,false,false,false,false,false,false,true,false
20200605,2020-06-05,2020,2,6,June,5,6,Friday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2281,326,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200627,2020-06-27,2020,2,6,June,27,7,Saturday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2259,323,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200615,2020-06-15,2020,2,6,June,15,2,Monday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2271,324,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200607,2020-06-07,2020,2,6,June,7,1,Sunday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2279,325,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200608,2020-06-08,2020,2,6,June,8,2,Monday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2278,325,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200611,2020-06-11,2020,2,6,June,11,5,Thursday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2275,325,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200619,2020-06-19,2020,2,6,June,19,6,Friday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2267,324,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200621,2020-06-21,2020,2,6,June,21,1,Sunday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2265,323,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200617,2020-06-17,2020,2,6,June,17,4,Wednesday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2269,324,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200623,2020-06-23,2020,2,6,June,23,3,Tuesday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2263,323,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200630,2020-06-30,2020,2,6,June,30,3,Tuesday,2020-06-28,2020-07-04,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2256,322,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200602,2020-06-02,2020,2,6,June,2,3,Tuesday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2284,326,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200604,2020-06-04,2020,2,6,June,4,5,Thursday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2282,326,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200616,2020-06-16,2020,2,6,June,16,3,Tuesday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2270,324,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200612,2020-06-12,2020,2,6,June,12,6,Friday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2274,325,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200614,2020-06-14,2020,2,6,June,14,1,Sunday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2272,324,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200628,2020-06-28,2020,2,6,June,28,1,Sunday,2020-06-28,2020-07-04,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2258,322,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200629,2020-06-29,2020,2,6,June,29,2,Monday,2020-06-28,2020-07-04,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2257,322,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200606,2020-06-06,2020,2,6,June,6,7,Saturday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2280,326,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200618,2020-06-18,2020,2,6,June,18,5,Thursday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2268,324,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200610,2020-06-10,2020,2,6,June,10,4,Wednesday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2276,325,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200625,2020-06-25,2020,2,6,June,25,5,Thursday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2261,323,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200609,2020-06-09,2020,2,6,June,9,3,Tuesday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2277,325,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200622,2020-06-22,2020,2,6,June,22,2,Monday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2264,323,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200626,2020-06-26,2020,2,6,June,26,6,Friday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2260,323,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200601,2020-06-01,2020,2,6,June,1,2,Monday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2285,326,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200620,2020-06-20,2020,2,6,June,20,7,Saturday,2020-06-14,2020-06-20,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2266,324,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200603,2020-06-03,2020,2,6,June,3,4,Wednesday,2020-05-31,2020-06-06,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2283,326,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200613,2020-06-13,2020,2,6,June,13,7,Saturday,2020-06-07,2020-06-13,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2273,325,75,6,false,false,true,false,false,false,false,false,false,false,true,false
20200624,2020-06-24,2020,2,6,June,24,4,Wednesday,2020-06-21,2020-06-27,2020-06-01,2020-06-30,2020-04-01,2020-06-30,2020-01-01,2020-12-31,2262,323,75,6,false,false,true,false,false,false,false,false,false,false,false,true
20200701,2020-07-01,2020,3,7,July,1,4,Wednesday,2020-06-28,2020-07-04,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2255,322,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200723,2020-07-23,2020,3,7,July,23,5,Thursday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2233,319,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200711,2020-07-11,2020,3,7,July,11,7,Saturday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2245,321,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200703,2020-07-03,2020,3,7,July,3,6,Friday,2020-06-28,2020-07-04,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2253,322,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200707,2020-07-07,2020,3,7,July,7,3,Tuesday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2249,321,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200728,2020-07-28,2020,3,7,July,28,3,Tuesday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2228,318,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200722,2020-07-22,2020,3,7,July,22,4,Wednesday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2234,319,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200716,2020-07-16,2020,3,7,July,16,5,Thursday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2240,320,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200715,2020-07-15,2020,3,7,July,15,4,Wednesday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2241,320,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200725,2020-07-25,2020,3,7,July,25,7,Saturday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2231,319,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200706,2020-07-06,2020,3,7,July,6,2,Monday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2250,321,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200708,2020-07-08,2020,3,7,July,8,4,Wednesday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2248,321,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200712,2020-07-12,2020,3,7,July,12,1,Sunday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2244,320,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200719,2020-07-19,2020,3,7,July,19,1,Sunday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2237,319,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200718,2020-07-18,2020,3,7,July,18,7,Saturday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2238,320,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200714,2020-07-14,2020,3,7,July,14,3,Tuesday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2242,320,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200730,2020-07-30,2020,3,7,July,30,5,Thursday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2226,318,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200713,2020-07-13,2020,3,7,July,13,2,Monday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2243,320,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200702,2020-07-02,2020,3,7,July,2,5,Thursday,2020-06-28,2020-07-04,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2254,322,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200724,2020-07-24,2020,3,7,July,24,6,Friday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2232,319,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200729,2020-07-29,2020,3,7,July,29,4,Wednesday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2227,318,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200709,2020-07-09,2020,3,7,July,9,5,Thursday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2247,321,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200731,2020-07-31,2020,3,7,July,31,6,Friday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2225,318,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200726,2020-07-26,2020,3,7,July,26,1,Sunday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2230,318,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200721,2020-07-21,2020,3,7,July,21,3,Tuesday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2235,319,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200704,2020-07-04,2020,3,7,July,4,7,Saturday,2020-06-28,2020-07-04,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2252,322,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200717,2020-07-17,2020,3,7,July,17,6,Friday,2020-07-12,2020-07-18,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2239,320,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200720,2020-07-20,2020,3,7,July,20,2,Monday,2020-07-19,2020-07-25,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2236,319,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200727,2020-07-27,2020,3,7,July,27,2,Monday,2020-07-26,2020-08-01,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2229,318,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200705,2020-07-05,2020,3,7,July,5,1,Sunday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2251,321,74,6,false,false,true,false,false,false,false,false,false,false,true,false
20200710,2020-07-10,2020,3,7,July,10,6,Friday,2020-07-05,2020-07-11,2020-07-01,2020-07-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2246,321,74,6,false,false,true,false,false,false,false,false,false,false,false,true
20200809,2020-08-09,2020,3,8,August,9,1,Sunday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2216,316,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200807,2020-08-07,2020,3,8,August,7,6,Friday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2218,317,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200820,2020-08-20,2020,3,8,August,20,5,Thursday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2205,315,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200826,2020-08-26,2020,3,8,August,26,4,Wednesday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2199,314,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200828,2020-08-28,2020,3,8,August,28,6,Friday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2197,314,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200817,2020-08-17,2020,3,8,August,17,2,Monday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2208,315,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200812,2020-08-12,2020,3,8,August,12,4,Wednesday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2213,316,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200805,2020-08-05,2020,3,8,August,5,4,Wednesday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2220,317,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200802,2020-08-02,2020,3,8,August,2,1,Sunday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2223,317,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200808,2020-08-08,2020,3,8,August,8,7,Saturday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2217,317,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200804,2020-08-04,2020,3,8,August,4,3,Tuesday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2221,317,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200831,2020-08-31,2020,3,8,August,31,2,Monday,2020-08-30,2020-09-05,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2194,313,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200830,2020-08-30,2020,3,8,August,30,1,Sunday,2020-08-30,2020-09-05,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2195,313,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200827,2020-08-27,2020,3,8,August,27,5,Thursday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2198,314,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200822,2020-08-22,2020,3,8,August,22,7,Saturday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2203,315,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200821,2020-08-21,2020,3,8,August,21,6,Friday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2204,315,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200811,2020-08-11,2020,3,8,August,11,3,Tuesday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2214,316,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200829,2020-08-29,2020,3,8,August,29,7,Saturday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2196,314,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200823,2020-08-23,2020,3,8,August,23,1,Sunday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2202,314,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200806,2020-08-06,2020,3,8,August,6,5,Thursday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2219,317,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200819,2020-08-19,2020,3,8,August,19,4,Wednesday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2206,315,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200825,2020-08-25,2020,3,8,August,25,3,Tuesday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2200,314,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200816,2020-08-16,2020,3,8,August,16,1,Sunday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2209,315,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200815,2020-08-15,2020,3,8,August,15,7,Saturday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2210,316,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200824,2020-08-24,2020,3,8,August,24,2,Monday,2020-08-23,2020-08-29,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2201,314,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200814,2020-08-14,2020,3,8,August,14,6,Friday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2211,316,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200801,2020-08-01,2020,3,8,August,1,7,Saturday,2020-07-26,2020-08-01,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2224,318,73,6,false,false,true,false,false,false,false,false,false,false,true,false
20200803,2020-08-03,2020,3,8,August,3,2,Monday,2020-08-02,2020-08-08,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2222,317,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200810,2020-08-10,2020,3,8,August,10,2,Monday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2215,316,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200813,2020-08-13,2020,3,8,August,13,5,Thursday,2020-08-09,2020-08-15,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2212,316,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200818,2020-08-18,2020,3,8,August,18,3,Tuesday,2020-08-16,2020-08-22,2020-08-01,2020-08-31,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2207,315,73,6,false,false,true,false,false,false,false,false,false,false,false,true
20200915,2020-09-15,2020,3,9,September,15,3,Tuesday,2020-09-13,2020-09-19,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2179,311,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200905,2020-09-05,2020,3,9,September,5,7,Saturday,2020-08-30,2020-09-05,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2189,313,72,6,false,false,true,false,false,false,false,false,false,false,true,false
20200924,2020-09-24,2020,3,9,September,24,5,Thursday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2170,310,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200903,2020-09-03,2020,3,9,September,3,5,Thursday,2020-08-30,2020-09-05,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2191,313,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200916,2020-09-16,2020,3,9,September,16,4,Wednesday,2020-09-13,2020-09-19,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2178,311,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200926,2020-09-26,2020,3,9,September,26,7,Saturday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2168,310,72,6,false,false,true,false,false,false,false,false,false,false,true,false
20200912,2020-09-12,2020,3,9,September,12,7,Saturday,2020-09-06,2020-09-12,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2182,312,72,6,false,false,true,false,false,false,false,false,false,false,true,false
20200910,2020-09-10,2020,3,9,September,10,5,Thursday,2020-09-06,2020-09-12,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2184,312,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200904,2020-09-04,2020,3,9,September,4,6,Friday,2020-08-30,2020-09-05,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2190,313,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200909,2020-09-09,2020,3,9,September,9,4,Wednesday,2020-09-06,2020-09-12,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2185,312,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200923,2020-09-23,2020,3,9,September,23,4,Wednesday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2171,310,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200922,2020-09-22,2020,3,9,September,22,3,Tuesday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2172,310,72,6,false,false,true,false,false,false,false,false,false,false,false,true
20200927,2020-09-27,2020,3,9,September,27,1,Sunday,2020-09-27,2020-10-03,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2167,309,72,6,false,false,true,false,false,false,false,false,false,false,true,false
20200920,2020-09-20,2020,3,9,September,20,1,Sunday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2174,310,72,6,false,false,true,false,false,false,false,false,false,false,true,false
20200921,2020-09-21,2020,3,9,September,21,2,Monday,2020-09-20,2020-09-26,2020-09-01,2020-09-30,2020-07-01,2020-09-30,2020-01-01,2020-12-31,2173,310,72,6,false,false,true,false,false,false,false,false,false,false,false,true
